content,label,has_url,has_phone_number,sender_type
"VNPAY: Ban da thanh toan thanh cong 50,000 VND cho giao dich nap tien dien thoai.",0,0,0,brandname
"Grab: Ma xac minh Grab cua ban la 6652. Luu y: Khong cung cap OTP cho bat ky ai.",0,0,0,brandname
"Agribank: TK 150xxx +2,000,000 VND. ND: Luong thang 10/2023. So du cuoi: 15,200,000 VND.",0,0,0,brandname
"Zalo: 332190 la ma xac nhan dang nhap Zalo cua ban tren thiet bi moi.",0,0,0,brandname
"Tiki: Don hang #88291 da duoc xac nhan. Chi tiet xem tai link: https://tiki.vn/order-history",0,1,0,brandname
"BIDV: Quy khach dang dang ky dich vu SmartBanking. Ma OTP xac nhan la 114477.",0,0,0,brandname
"Microsoft: Use 773102 as Microsoft account security code.",0,0,0,shortcode
"TPBank: Giao dich rut tien tai ATM so tien 2,000,000 VND luc 15:45 thanh cong.",0,0,0,brandname
"Momo: Ban da xac nhan thanh toan hoa don dien thang 10. Ma giao dich: 992817221.",0,0,0,brandname
"MBBank: So du TK 068xxx +10,000,000 VND. ND: Ngan hang MB tra lai tien tiet kiem.",0,0,0,brandname
"Giao hang nhanh: Don hang tu Shop ABC dang duoc giao den ban. Bam vao link de xem: https://ghn.vn/order",0,1,0,brandname
"VIB: Ma OTP de xac nhan giao dich chuyen khoan 5,000,000 VND la 223301.",0,0,0,brandname
"TikTok: 556210 la ma xac minh dang ky tai khoan cua ban.",0,0,0,shortcode
"ShopeeFood: Tai xe dang giao don hang cua ban. Theo doi tai link: https://shopeefood.vn/track",0,1,0,brandname
"Sacombank: Giao dich thanh toan 300,000 VND tai sieu thi Co.op Mart da duoc xac nhan.",0,0,0,brandname
"Netflix: Ma xac nhan dang nhap cua ban la 881022. Ma co hieu luc trong 10 phut.",0,0,0,brandname
"Vietnam Airlines: Chuyen bay VN123 da duoc xac nhan. Xem chi tiet tai https://vietnamairlines.com",0,1,0,brandname
"VPBank: Quy khach vua thuc hien giao dich doi mat khau tren ngan hang so VPBank NEO.",0,0,0,brandname
"Giao Hang Tiet Kiem: Shipper dang giao don hang 1122AA. Xem link: https://ghtk.vn/status",0,1,0,brandname
"Steam: Your Steam confirmation code is 55432.",0,0,0,shortcode
"SCB: Thong bao bien dong so du tai khoan 122xxx. Giao dich: +500,000 VND.",0,0,0,brandname
"VinID: Ma OTP xac nhan thanh toan cua ban la 992103.",0,0,0,brandname
"ViettelMoney: Ban da nhan duoc 200,000 VND tu giao dich chuyen tien noi bo.",0,0,0,brandname
"Telegram: your code 77210. Do not give this code to anyone.",0,0,0,shortcode
"HSBC: Ma OTP xac nhan giao dich mua sam truc tuyen la 330021.",0,0,0,brandname
"VNPost: Buu pham 12345 dang cho phat. Quy khach vui long xac nhan tai link: https://vnpost.vn",0,1,0,brandname
"Shinhan Bank: Quy khach da thuc hien giao dich thanh toan the tin dung so tien 1,500,000 VND.",0,0,0,brandname
"Paypal: Your security code is 662910. It expires in 5 minutes.",0,0,0,brandname
"HDBank: Ma OTP de xac nhan giao dich tai khoan ngan hang dien tu la 118822.",0,0,0,brandname
"Bamboo Airways: Xac nhan thanh toan thanh cong ve may bay. Truy cap https://bambooairways.com",0,1,0,brandname


### Giải thích các trường dữ liệu:
1.  **content**: Nội dung tin nhắn mô phỏng giao dịch thực (Biến động số dư, mã OTP, thông báo giao hàng).
2.  **label**: Luôn là `0` (Tin sạch).
3.  **has_url**: 
    *   Gán là `1` nếu tin nhắn chứa link dẫn về các domain chính thống (.vn, .com).
    *   Gán là `0` nếu không có link.
4.  **has_phone_number**: 
    *   Gán là `0` đối với các mã OTP (thường là 5-6 chữ số) vì chúng không phải là số điện thoại liên lạc.
    *   Gán là `0` cho hầu hết các mẫu vì nội dung tập trung vào OTP và link.
5.  **sender_type**: 
    *   `brandname`: Tên các ngân hàng (VCB, ACB, Techcombank...), sàn TMĐT (Shopee, Lazada), hoặc ứng dụng (Google, Apple).
    *   `shortcode`: Các đầu số ngắn thường dùng gửi mã xác nhận tự động (Google, Facebook, Steam...).
Dưới đây là 40 tin nhắn (label 0) theo phong cách chat cá nhân của người Việt, sử dụng teencode nhẹ và định dạng theo yêu cầu của bạn:


content,0,0,0,personal_number
Ok b nha,0,0,0,personal_number
Mai di som nhe,0,0,0,personal_number
Toi nay qua nha t choi ko?,0,0,0,personal_number
Co j bao t sau,0,0,0,personal_number
Hôm nay m có đi học ko?,0,0,0,personal_number
Tới đâu rùi b ơi?,0,0,0,personal_number
Mai đi cafe ko m?,0,0,0,personal_number
Okie t bít rùi nha,0,0,0,personal_number
Về tới nhà chưa đó?,0,0,0,personal_number
Thui đừng buồn nữa m ơi,0,0,0,personal_number
Co j alo t nhe,0,0,0,personal_number
T đang bận chút xíu, tý t gọi lại,0,0,0,personal_number
Ăn j chưa m? Đi ăn ko?,0,0,0,personal_number
Oke t đang qua nè,0,0,0,personal_number
Đợi t 5p nhe, sắp tới rùi,0,0,0,personal_number
Chúc mừng sinh nhật b nhe!,0,0,0,personal_number
Mua hộ t cái bánh mì với,0,0,0,personal_number
Hom nay di lam ko m?,0,0,0,personal_number
May gio thi xong vay b?,0,0,0,personal_number
Thui t ko di dc dau,0,0,0,personal_number
Co viec j ko b?,0,0,0,personal_number
May gio m qua t?,0,0,0,personal_number
Mai nho mang cho t quyen sach nhe,0,0,0,personal_number
Okie t biet roi,0,0,0,personal_number
Dang lam j do m?,0,0,0,personal_number
Hom nay met qua b oi,0,0,0,personal_number
Co chuyen j ke t nghe xem,0,0,0,personal_number
Di choi ko m? Dang o dau do?,0,0,0,personal_number
T ko biet dau, hoi m xem,0,0,0,personal_number
Sáng mai dậy sớm gọi t với nhé,0,0,0,personal_number
Di choi vui ve nhe b,0,0,0,personal_number
Co can t qua don ko?,0,0,0,personal_number
Thui de mai di, nay t ban rui,0,0,0,personal_number
Sao m ko tra loi tin nhan t?,0,0,0,personal_number
Oke chốt thế nhé m,0,0,0,personal_number
Sang mai t qua nha m nha,0,0,0,personal_number
Mua cho t ly cf nhe,0,0,0,personal_number
Thui ko can dau t tu lam dc,0,0,0,personal_number
Hom nay co j vui ko m?,0,0,0,personal_number
Gap lai sau nhe b,0,0,0,personal_number

Dưới đây là 40 tin nhắn SMS giả lập của người dùng di động tại Việt Nam với các chủ đề bạn yêu cầu, định dạng đúng file CSV:


content,0,0,0,personal_number
"Ê tối nay rảnh không đi cafe ở Highland chỗ cũ với tui nha.",0,0,0,personal_number
"Cuối tuần này nhóm mình làm bữa nhậu nhẹt đi lâu quá chưa gặp nhé.",0,0,0,personal_number
"Bà ơi lát đi làm về ghé mua dùm tui ly trà sữa ít đường nha.",0,0,0,personal_number
"Trưa nay ăn gì nhỉ? Cho tui ké một suất cơm tấm với nhé.",0,0,0,personal_number
"Ông đang ở đâu đấy? Qua nhà tui chơi tí đi rồi đi ăn luôn.",0,0,0,personal_number
"Tối nay 7h có mặt ở sân bóng nha anh em thiếu người quá.",0,0,0,personal_number
"Chúc mừng sinh nhật nha! Tối có tổ chức gì thì hú tui nhé.",0,0,0,personal_number
"Mai rảnh thì qua trà chanh chém gió tí cho vui bà ơi.",0,0,0,personal_number
"Ok ông nha chiều nay tầm 5h tui ghé qua chỗ ông.",0,0,0,personal_number
"Cảm ơn bà nhiều nhé mai tui mời cafe bù nha.",0,0,0,personal_number
"Mọi người ơi nhớ sáng nay 10h họp phòng mình ở lầu 2 nha.",0,0,0,personal_number
"Anh ơi em vừa gửi báo cáo tuần qua mail rồi ạ anh check giúp em nhé.",0,0,0,personal_number
"Nhớ chuẩn bị slide cho buổi thuyết trình chiều nay nha cả nhà.",0,0,0,personal_number
"Lịch họp dời sang 2h chiều rồi nha mọi người chuẩn bị giúp em.",0,0,0,personal_number
"Chị check tin nhắn zalo em gửi phương án mới rồi ạ.",0,0,0,personal_number
"Mai đi làm sớm tí để chuẩn bị cho sự kiện ra mắt nhé.",0,0,0,personal_number
"OK lát em qua phòng sếp lấy tài liệu ký xong rồi gửi lại ạ.",0,0,0,personal_number
"Nhớ mang theo laptop để lát nữa mình họp nhóm dự án nha.",0,0,0,personal_number
"Chiều nay họp xong có ai đi ăn gì không cho em theo với nhé.",0,0,0,personal_number
"Sếp bảo mọi người hoàn thiện nốt task trước 5h chiều nay rồi nghỉ nha.",0,0,0,personal_number
"Mẹ ơi tối nay con về hơi muộn mẹ đừng chờ cơm con nha.",0,0,0,personal_number
"Ba ơi sáng mai nhớ uống thuốc sau khi ăn sáng đầy đủ nha.",0,0,0,personal_number
"Cuối tuần này cả nhà mình về quê thăm ông bà ngoại nhé.",0,0,0,personal_number
"Em mua đồ ăn sáng để trên bàn rồi anh dậy ăn đi nha.",0,0,0,personal_number
"Vợ ơi nay anh đi làm về sớm có mua món em thích nè.",0,0,0,personal_number
"Chị ơi mai cho em mượn cái váy đi đám cưới bạn nhé.",0,0,0,personal_number
"Bố đi làm về nhớ mua giúp con ít trái cây nha bố.",0,0,0,personal_number
"Con đang trên đường về rồi ạ tầm 15 phút nữa là tới nhà thôi.",0,0,0,personal_number
"Cả nhà mình tối nay đi ăn lẩu đi lâu rồi chưa đi ăn ngoài nè.",0,0,0,personal_number
"Dạ vâng ạ lát con ghé qua siêu thị mua đồ rồi về luôn.",0,0,0,personal_number
"Mai thi môn Triết rồi bà đã học chữ nào vào đầu chưa?",0,0,0,personal_number
"Sáng mai 8h tập trung ở cổng trường đi chung cho vui nhé.",0,0,0,personal_number
"Nhớ nộp bài tập nhóm trên hệ thống trước 12h đêm nay nha ông.",0,0,0,personal_number
"Ông có tài liệu ôn tập môn này không cho tui mượn photo với.",0,0,0,personal_number
"Mai đi học nhớ mang theo cuốn vở cho tui mượn chép bài nha.",0,0,0,personal_number
"Điểm thi có trên web rồi đó mấy bà check nhanh đi nha.",0,0,0,personal_number
"Nhóm mình chiều nay 3h họp ở thư viện để làm tiểu luận nhé.",0,0,0,personal_number
"Cố gắng ôn thi tốt nha thi xong tụi mình đi quẩy xả láng.",0,0,0,personal_number
"Ê mai có đi học không? Đi thì gọi tui dậy với nha.",0,0,0,personal_number
"Học bài xong chưa? Đi làm ván game rồi ngủ nhé ông.",0,0,0,personal_number

Dưới đây là 40 mẫu tin nhắn SMS nhãn 0 (tin nhắn cá nhân/không phải spam) theo phong cách chat của người Việt, sử dụng teencode nhẹ và định dạng CSV theo yêu cầu:


content,0,0,0,personal_number
Ok b nha,0,0,0,personal_number
Mai di som nhe,0,0,0,personal_number
Toi nay qua nha t choi ko?,0,0,0,personal_number
Co j bao t sau,0,0,0,personal_number
Dang lam j day m?,0,0,0,personal_number
"Oke, t bít rùi nha",0,0,0,personal_number
Nay co di lam ko b?,0,0,0,personal_number
Chut nua m qua don t nhe,0,0,0,personal_number
Thui t ko di dc dau,0,0,0,personal_number
Toi nay di an thoi m oi,0,0,0,personal_number
Mai may gio di hoc the b?,0,0,0,personal_number
"Sáng mai gọi t dậy với nhe, tks",0,0,0,personal_number
Cho t muon cai sac dc ko?,0,0,0,personal_number
Nay bận rùi ko di dc thui,0,0,0,personal_number
Ve den nha chua m?,0,0,0,personal_number
Co j mai t goi lai nhe,0,0,0,personal_number
Happy birthday b nhe!,0,0,0,personal_number
"Mua ho t bao thuoc voi, ti tra tien",0,0,0,personal_number
Oke con de,0,0,0,personal_number
Di xem phim ko dang co phim hay lam,0,0,0,personal_number
Lau rui ko gap b,0,0,0,personal_number
"M bít cho nao ban do an ngon ko, chi t",0,0,0,personal_number
Cho t xin cai dia chi nha b,0,0,0,personal_number
Sao ko tl tin nhan t?,0,0,0,personal_number
Mai sang nha t an lau di m,0,0,0,personal_number
Co chuyen j ke t nghe di,0,0,0,personal_number
Dang lam j day m oi?,0,0,0,personal_number
"Oke, t qua ngay day",0,0,0,personal_number
"Co lay do ko, t mang qua cho",0,0,0,personal_number
Bye b nhe mai gap,0,0,0,personal_number
Hết tiền rùi cho vay ít dc ko b?,0,0,0,personal_number
Mau len m oi sap tre rui,0,0,0,personal_number
"Uhm, bít rùi khổ quá",0,0,0,personal_number
Nay m di dau day?,0,0,0,personal_number
Hen m hom khac nha t ban roi,0,0,0,personal_number
An com chua b oi?,0,0,0,personal_number
Toi nay di cafe ko b?,0,0,0,personal_number
Gui t cai link shopee voi m,0,0,0,personal_number
Toi nay co da bong ko m?,0,0,0,personal_number
"T di ngu day, ngu ngon nha",0,0,0,personal_number

Dưới đây là 40 tin nhắn SMS giả lập người dùng di động tại Việt Nam với các chủ đề bạn yêu cầu, tuân thủ đúng định dạng CSV và nhãn 0 (tin sạch).


content,0,0,0,personal_number
"Chiều nay rảnh không, đi cafe bên quán cũ nha.",0,0,0,personal_number
"Lâu quá chưa gặp, cuối tuần này nhậu một bữa nhé ông.",0,0,0,personal_number
"Tối nay 7h chỗ cũ nhen, đừng đến muộn đó.",0,0,0,personal_number
"Mới biết quán bún đậu này ngon lắm, khi nào đi ăn không?",0,0,0,personal_number
"Dạo này khỏe không bạn ơi? Có gì mới kể tui nghe với.",0,0,0,personal_number
"Nhắc lịch họp team chiều nay 2h tại phòng họp lớn nhé mọi người.",0,0,0,personal_number
"Mọi người nhớ gửi báo cáo tuần trước 5h chiều nay giúp em nha.",0,0,0,personal_number
"Sếp dặn sáng mai họp sớm lúc 8h30, cả nhà đi đầy đủ ạ.",0,0,0,personal_number
"Chốt lịch họp dự án mới vào thứ Tư tuần sau nha cả team.",0,0,0,personal_number
"Thông báo: Lịch họp chiều nay đổi sang 3h nhé mọi người.",0,0,0,personal_number
"Mẹ ơi tối nay con về muộn xíu, nhà mình cứ ăn cơm trước nhé.",0,0,0,personal_number
"Cuối tuần này con về quê chơi, ba mẹ có cần mua gì không ạ?",0,0,0,personal_number
"Anh ơi nhớ ghé mua sữa cho con rồi hãy về nha.",0,0,0,personal_number
"Cả nhà ơi tối nay bà sang chơi, mọi người về sớm ăn cơm nhé.",0,0,0,personal_number
"Em chuyển tiền điện tháng này rồi nha chị.",0,0,0,personal_number
"Mai thi môn Triết rồi, tối nay nhớ ôn bài kỹ nha mấy đứa.",0,0,0,personal_number
"Lịch học sáng mai đổi sang phòng 302 nhé cả lớp.",0,0,0,personal_number
"Nhớ nộp bài tập nhóm trước 12h đêm nay nha ông ơi.",0,0,0,personal_number
"Thứ Hai tuần sau có bài kiểm tra giữa kỳ, đừng quên nhé.",0,0,0,personal_number
"Học nhóm ở thư viện lúc 9h sáng mai nha, mang theo laptop nhé.",0,0,0,personal_number
"Tối nay di xem phim không, mới ra phim hay lắm nè.",0,0,0,personal_number
"Ok chiều nay gặp nha, tui đến đúng giờ.",0,0,0,personal_number
"Mai qua nhà tui chơi đi, mẹ mới gửi đồ ăn ở quê lên ngon lắm.",0,0,0,personal_number
"Em nhận được tiền rồi nhé, cảm ơn chị ạ.",0,0,0,personal_number
"Chiều nay đi đá bóng không mấy ông? 5h sân cũ nhé.",0,0,0,personal_number
"Mọi người nhớ check mail mới nhất về dự án nhé.",0,0,0,personal_number
"Mai đi làm nhớ mang theo hợp đồng để ký nha Duy.",0,0,0,personal_number
"Sáng mai em xin phép đến muộn 15p vì đi khám bệnh nha sếp.",0,0,0,personal_number
"Chủ nhật này sinh nhật tui, qua nhà ăn cơm cho vui nhé.",0,0,0,personal_number
"Bạn ơi cho mình mượn cuốn sách hôm nọ với, mai mang đi học nhé.",0,0,0,personal_number
"Tối nay ăn gì không, tui qua đón nhé?",0,0,0,personal_number
"Dạ con biết rồi ạ, chiều con qua đón em về.",0,0,0,personal_number
"Nhớ mua đồ ăn sáng cho tui với nha, cảm ơn nhiều.",0,0,0,personal_number
"Lịch thi mới cập nhật trên web rồi đó, vào xem nhé.",0,0,0,personal_number
"Mai nhớ đi đúng giờ để chụp ảnh kỷ yếu nhé cả lớp.",0,0,0,personal_number
"Anh ơi em đặt đồ ăn rồi, tầm 15p nữa giao đến anh nhận nhé.",0,0,0,personal_number
"Mọi người chuẩn bị tài liệu cho buổi thuyết trình ngày mai nha.",0,0,0,personal_number
"Bà ơi chiều nay bà có ở nhà không, con qua biếu bà ít hoa quả ạ.",0,0,0,personal_number
"Đi chợ mua giúp em ít hành với tỏi nhé, ok cảm ơn.",0,0,0,personal_number
"Cuối tuần đi picnic không cả nhà, con mới đặt chỗ rồi nhé.",0,0,0,personal_number

Dưới đây là danh sách 40 SMS nhãn 0 (Tin sạch) chứa các từ khóa nhạy cảm, tuân thủ nghiêm ngặt các yêu cầu về kỹ thuật và nội dung bạn đã đề ra.


content,label,has_url,has_phone_number,sender_type
"Ma OTP cua ban la 452891. Vui long khong chia se ma nay cho bat ky ai de bao mat tai khoan ngan hang.",0,0,0,brandname
"VCB: 15/10/23 09:12; +2,000,000VND; GD tu: TRAN VAN B. ND: thanh toan tien hang.",0,0,0,brandname
"G-882314 la ma xac nhan Google cua ban. Ma co hieu luc trong 5 phut.",0,0,0,brandname
"Lazada: Don hang 552190 cua ban dang duoc giao. Theo doi hanh trinh tai: https://lazada.vn/track",0,1,0,brandname
"Xac nhan giao dich rut tien mat tai ATM ngan hang MBBank so tien 1,000,000VND vao luc 14:00.",0,0,0,brandname
"Ma OTP dang nhap Facebook cua ban la 772103. Tuyet doi khong cung cap cho nguoi khac.",0,0,0,brandname
"Apple ID: Ma xac minh cua ban la 330192. Nhap ma nay de xac nhan thiet bi moi.",0,0,0,brandname
"Shopee: Don hang SP12345 da thanh toan thanh cong. Xem chi tiet: https://shopee.vn/order",0,1,0,brandname
"Techcombank: Quy khach dang thuc hien giao dich chuyen khoan 5,000,000VND. OTP la 119283.",0,0,0,brandname
"ACB: So du TK ...889 thay doi -500,000VND. Phi dich vu ngan hang thang 10.",0,0,0,brandname
"Ma xac nhan dang ky dich vu Mobile Banking cua ban tai ngan hang la 992013.",0,0,0,shortcode
"Zalo: Ma kich hoat tai khoan cua ban la 665219. Vui long xac nhan tren ung dung.",0,0,0,brandname
"Tiki: Cam on ban da mua hang. Truy cap https://tiki.vn de danh gia san pham.",0,1,0,brandname
"VNPAY: Ban vua thanh toan 50,000VND tai cua hang. Ma giao dich: 99821.",0,0,0,brandname
"Ma OTP xac nhan doi mat khau iCloud cua ban la 441029.",0,0,0,brandname
"Grab: Tai xe dang den. Kiem tra lo trinh tai link: https://grab.com/trip/123",0,1,0,brandname
"VietinBank: Quy khach vua thuc hien giao dich thanh toan hoa don dien. Ma GD: 7712.",0,0,0,brandname
"Microsoft: Use 551029 as security code for your account verification.",0,0,0,brandname
"Agribank: Thong bao bien dong so du TK ...123: +10,000,000VND tu ngan hang khac.",0,0,0,brandname
"Xac nhan lich hen kham benh tai BV Tam Anh ngay 20/10. Chi tiet: https://tamanhhospital.vn",0,1,0,brandname
"Ma OTP de ky so hop dong dien tu cua ban la 882103. Tran trong.",0,0,0,shortcode
"ShopeePay: Ban da nhan duoc hoan tien 20,000VND tu giao dich ngay 15/10.",0,0,0,brandname
"TPBank: Giao dich thanh toan tai POS so tien 1,200,000VND thanh cong.",0,0,0,brandname
"VIB: Ma OTP de xac nhan kich hoat the tin dung cua ban la 332190.",0,0,0,brandname
"Ma xac minh 2 lop cho tai khoan Instagram cua ban la 110928.",0,0,0,brandname
"Giao hang nhanh: Don hang 662910 dang duoc giao den ban. LH shipper: 0901234567",0,0,1,brandname
"Ngan hang VPBank thong bao: Han muc the tin dung cua ban da duoc nang len 50 trieu VND.",0,0,0,brandname
"Ma OTP xac nhan thanh toan ve may bay Bamboo Airways la 552019.",0,0,0,brandname
"Vietnam Airlines: Chuyen bay VN123 cua ban se khoi hanh luc 08:00. Checkin tai: https://vietnamairlines.com",0,1,0,brandname
"MoMo: Ban da chuyen 200,000VND den NGUYEN VAN A. Ma giao dich: 8821039.",0,0,0,brandname
"Ma xac minh tai khoan Telegram cua ban: 44921.",0,0,0,shortcode
"Xac nhan don hang tai thegioididong.com thanh cong. Ma don: TGDD123.",0,1,0,brandname
"Ngan hang Shinhan: Thong bao ky han so tiet kiem cua ban sap den ngay dao han.",0,0,0,brandname
"Ma OTP xac nhan rut tien tu vi dien tu AirPay la 229103.",0,0,0,brandname
"FPT Shop: Don hang cua ban da san sang tai cua hang. Chi tiet tai: https://fptshop.com.vn",0,1,0,brandname
"Sacombank: Quy khach vua thuc hien giao dich chuyen khoan 300,000VND. OTP: 772103.",0,0,0,brandname
"Ma xac minh dang nhap TikTok cua ban la 552109.",0,0,0,shortcode
"Xac nhan dang ky khoa hoc thanh cong tai https://edumall.vn. Ma kich hoat: EDU123.",0,1,0,brandname
"BIDV: Tai khoan ...445 thay doi +5,000,000VND. ND: Luong thang 10.",0,0,0,brandname
"Ma OTP de xac nhan giao dich mua the cao dien thoai la 110293.",0,0,0,shortcode


**Giải thích các trường dữ liệu:**
*   **content**: Chứa đầy đủ các từ khóa 'ngân hàng', 'OTP', 'xác nhận', 'giao dịch', 'link' trong các ngữ cảnh giao dịch thực tế (Biến động số dư, OTP từ Big Tech, giao hàng).
*   **label**: 0 (Tin sạch).
*   **has_url**: 1 nếu link dẫn về domain chính thống (.vn, .com), 0 nếu không có link.
*   **has_phone_number**: 0 đối với các mã OTP (6 số) hoặc mã đơn hàng. Chỉ là 1 nếu có số điện thoại liên hệ rõ ràng (như số shipper).
*   **sender_type**: Sử dụng 'brandname' cho các tổ chức lớn và 'shortcode' cho các đầu số tổng đài mã xác nhận.
